,종목코드,종목명,결산월,액면가,자본금,상장주식,신용비율,연중최고,연중최저,시가총액,시가총액비중,외인소진률,대용가,PER,EPS,ROE,PBR,EV,BPS,매출액,영업이익,당기순이익,250최고,250최저,시가,고가,저가,상한가,하한가,기준가,예상체결가,예상체결수량,250최고가일,250최고가대비율,250최저가일,250최저가대비율,현재가,대비기호,전일대비,등락율,거래량,거래대비,액면가단위,유통주식,유통비율
0,086900,메디톡스,12,500,31,6254,+0.51,+250100,-117300,11364,,+10.43,126840,,-4729,-11.8,3.61,,50398,1408,-371,-300,+276600,-117300,-180100,+185500,-178700,+235500,-126900,181200,-0,0,20200902,-34.31,20210129,+54.90,+181700,2,+500,+0.28,76006,-44.01,원,4591,73.4
0,089980,상아프론테크,12,500,79,15725,+3.54,+71300,-41200,10551,,+3.52,48520,454.82,148,1.6,6.77,64.97,9913,1533,74,23,+71300,-33450,-67300,+71300,-66700,+87600,-47200,67400,-0,0,20210827,-5.89,20201027,+100.60,-67100,5,-300,-0.45,855616,-93.63,원,8415,53.5
0,112040,위메이드,12,500,87,16800,+2.46,+78800,-35450,10651,,+7.84,52540,,-436,-3.0,3.98,,15922,1262,-128,-184,+78800,-33350,-67900,-68000,-58300,+92300,-49700,71000,-0,0,20210819,-19.54,20200825,+90.10,-63400,5,-7600,-10.70,2357301,+168.41,원,8957,53.3
0,122870,와이지엔터테인먼트,12,500,92,18436,+3.08,+63300,-39750,11209,,+13.59,45950,118.04,515,2.7,3.19,45.22,19082,2553,60,32,+63300,-38150,-61400,62100,-58700,+80700,-43500,62100,-0,0,20210826,-3.95,20201027,+59.37,-60800,5,-1300,-2.09,407481,-63.74,원,13645,74.0
0,144510,녹십자랩셀,12,500,53,10554,+3.93,+150700,-83000,10702,,+5.43,71850,257.25,394,9.1,22.69,100.36,4469,856,64,41,+150700,-43850,+99900,+103000,-98400,+129700,-69900,99800,-0,0,20210129,-32.71,20201028,+131.24,+101400,2,+1600,+1.60,137927,+163.59,원,5173,49.0
0,222800,심텍,12,500,159,31854,+4.89,+33200,-21050,9795,,+8.27,24850,16.15,1905,25.1,3.48,6.76,8843,12014,897,565,+33200,-15700,-32250,-32250,-29500,+42500,-22900,32700,-0,0,20210826,-7.38,20201027,+95.86,-30750,5,-1950,-5.96,2688049,+116.33,원,20725,65.1
0,298380,에이비엘바이오,12,500,236,47123,+2.15,+32050,-17500,9542,,+4.80,14830,,-1207,-49.9,10.33,,1960,81,-596,-556,+38000,-17500,-19950,+20350,-19750,+26050,-14050,20050,-0,0,20200914,-46.71,20210823,+15.71,+20250,2,+200,+1.00,156763,-98.83,원,32156,68.2
0,001120,LX인터내셔널,12,5000,1938,38760,+1.65,+36800,-25000,10523,,+25.24,21060,3.54,7678,23.7,0.76,5.18,35574,112826,1598,3616,+36800,-14400,-26900,+27400,-26600,+35100,-18900,27000,-0,0,20210511,-26.22,20200827,+88.54,+27150,2,+150,+0.56,92223,-89.75,원,26373,68.0
0,001800,오리온홀딩스,12,500,313,62645,+0.59,+18750,-12850,10086,,+5.12,12480,13.01,1237,4.0,0.51,1.58,31575,22805,3086,2185,+18750,-11900,16000,+16200,-15800,+20800,-11200,16000,-0,0,20210510,-14.13,20200924,+35.29,+16100,2,+100,+0.63,66937,-57.68,원,20159,32.2
0,003520,영진약품,12,500,914,182893,+2.27,+8420,-4910,9858,,+4.19,3900,,-1,-0.1,8.61,121.63,626,2085,4,-1,+12800,-4910,-5400,+5480,-5330,+7040,-3800,5420,-0,0,20200908,-57.89,20210820,+9.78,-5390,5,-30,-0.55,330938,-43.51,원,86925,47.5
0,003540,대신증권,12,5000,2549,50773,+0.61,+20650,-12050,9622,,+15.16,14020,11.10,1707,7.4,0.72,,26437,6663,2392,1470,+20650,-10150,-18700,+19200,-18700,+24600,-13300,18950,-0,0,20210428,-8.23,20200827,+86.70,18950,3,0,0.00,179091,-92.07,원,26248,51.7
0,005440,현대그린푸드,12,500,489,97704,+1.26,+12000,-8570,9536,,+10.41,7310,13.41,728,4.1,0.51,4.80,18991,32385,786,816,+12000,-7080,9630,+9800,-9570,+12500,-6750,9630,-0,0,20210614,-18.67,20200828,+37.85,+9760,2,+130,+1.35,272085,+111.99,원,49744,50.9
0,005690,파미셀,12,500,300,59959,+5.98,+20200,-14000,9743,,+9.79,11800,185.88,87,9.7,17.03,105.68,954,378,72,52,+25850,-14000,-16350,-16350,-16050,+21300,-11500,16400,-0,0,20201117,-37.14,20210201,+16.07,-16250,5,-150,-0.91,479709,+161.70,원,54386,90.7
0,005880,대한해운,12,500,1596,319177,+2.31,+4150,-2680,9320,,+4.46,1920,87.74,33,1.1,0.98,10.06,2980,8841,1459,275,+18150,-1580,2915,+2925,-2840,+3785,-2045,2915,-0,0,20201005,-83.91,20201030,+84.81,+2920,2,+5,+0.17,1059291,-48.45,원,153233,48.0
0,020000,한섬,12,500,123,24630,+0.88,+51200,-29700,9803,,+27.95,29260,11.52,3455,7.9,0.86,4.80,46460,11959,1021,849,+51200,-27500,+39200,+40450,+38800,+50000,-26950,38500,-0,0,20210511,-22.27,20201029,+44.73,+39800,2,+1300,+3.38,159752,+327.99,원,13437,54.6
0,039130,하나투어,12,500,70,13939,+0.45,+94300,-55200,10622,,+7.24,58140,,-12681,-108.9,6.28,,12125,1096,-1149,-2186,+94300,-36500,-75700,+76900,-75300,+99400,-53600,76500,-0,0,20210603,-19.19,20200924,+108.77,-76200,5,-300,-0.39,76291,-75.73,원,9457,67.9
0,069260,휴켐스,12,1000,409,40879,+2.45,+30200,-21000,10792,,+7.35,20970,21.76,1213,7.5,1.50,6.49,17606,5935,952,498,+30200,-15600,+27900,+28300,-26300,+35850,-19350,27600,-0,0,20210825,-12.58,20200825,+69.23,-26400,5,-1200,-4.35,4256947,+118.02,원,20623,50.5
0,079160,CJ CGV,12,500,185,36975,+1.28,+34800,-24100,10963,,+6.09,22050,,-22659,-314.4,7.78,,3812,5834,-3887,-7516,+34800,-19600,-29500,-29750,-29050,+38700,-20900,29800,-0,0,20210603,-14.80,20201027,+51.28,-29650,5,-150,-0.50,188707,-61.22,원,21443,58.0
0,079550,LIG넥스원,12,5000,1100,22000,+1.05,+51500,-30050,10747,,+6.76,35960,18.57,2631,8.9,1.58,13.48,30956,16003,637,579,+51500,-27900,+50000,+51500,48600,+63100,-34050,48600,-0,0,20210827,-5.15,20201102,+75.09,+48850,2,+250,+0.51,605223,+300.23,원,10576,48.1
0,103140,풍산,12,5000,1401,28024,+1.65,+49950,-27800,9584,,+13.43,25990,13.33,2565,5.1,0.66,7.31,51545,25936,1212,719,+49950,-22650,+34300,+34450,-33950,+44450,-23950,34200,-0,0,20210512,-31.53,20200904,+50.99,34200,3,0,0.00,95081,-82.04,원,17360,62.0
0,114090,GKL,12,500,309,61856,+1.48,+19250,-14300,9649,,+3.74,11810,,-1040,-12.0,1.98,,7863,1845,-888,-643,+19250,-11650,-15450,+15650,-15350,+20200,-10900,15550,-0,0,20210531,-18.96,20200925,+33.91,+15600,2,+50,+0.32,137888,-60.63,원,30304,49.0
0,161890,한국콜마,12,500,114,22881,+2.39,+62800,-45450,11006,,+26.81,37240,6.87,7004,29.3,1.76,10.07,27258,13221,1217,1606,+62800,-43650,-47700,+48400,-47200,+62000,-33450,47750,-0,0,20210603,-23.41,20201030,+10.19,+48100,2,+350,+0.73,83736,-85.91,원,15958,69.7
0,241590,화승엔터프라이즈,12,500,303,60571,+1.05,+22150,-12200,9388,,+4.48,11050,23.40,662,9.3,1.81,8.85,8554,11158,625,415,+22150,-10750,+15400,+15750,-15300,+19950,-10750,15350,-0,0,20210510,-30.02,20200827,+44.19,+15500,2,+150,+0.98,100346,-71.40,원,16974,28.0
0,267270,현대건설기계,12,5000,985,19701,+1.45,+68200,-32200,9535,,+20.80,35480,,-490,-0.8,0.76,6.63,63894,26175,916,85,+68200,-21450,-47250,+48900,-46750,+62300,-33600,47950,-0,0,20210511,-29.03,20200827,+125.64,+48400,2,+450,+0.94,70907,-46.01,원,10949,55.6
0,025980,아난티,12,100,85,85231,+6.39,+12200,-7080,9546,,+4.50,8550,,-462,-11.0,2.79,,4009,1141,-317,-448,+12200,-7080,-11050,+11400,-11050,+14600,-7900,11250,-0,0,20210806,-8.20,20210303,+58.19,-11200,5,-50,-0.44,1763773,-65.69,원,57865,67.9
0,003380,하림지주,12,100,93,92342,+1.02,+12800,-7870,9151,,+4.64,7210,16.80,590,3.2,0.54,6.66,18446,77233,3540,1736,+12800,-6370,-9710,+9930,-9630,+12650,-6830,9750,-0,0,20210511,-22.58,20200924,+55.57,+9910,2,+160,+1.64,310730,+107.94,원,27953,30.3
0,383800,LX홀딩스,12,1000,763,76281,+1.34,+14300,-9420,7453,,+11.96,6810,,,,,,,,,,+14300,-9420,-9650,+9850,-9640,+12650,-6820,9740,-0,0,20210527,-31.68,20210823,+3.72,+9770,2,+30,+0.31,198098,-78.52,원,41277,54.1
0,082270,젬백스,12,500,199,39798,+0.76,+33500,-19150,8119,,+5.83,15050,494.07,41,1.4,5.89,241.91,3461,657,14,16,+33500,-17850,20350,+20500,-20100,+26450,-14250,20350,-0,0,20210106,-39.10,20200911,+14.29,+20400,2,+50,+0.25,126814,-93.30,원,32301,81.2
0,084990,헬릭스미스,12,500,171,34266,+0.10,+41650,-21950,8909,,+8.71,18270,,-2855,-35.1,3.18,,8166,43,-711,-856,+60200,-18200,-25950,+26450,-25600,+33900,-18300,26100,-0,0,20200916,-56.81,20201020,+42.86,-26000,5,-100,-0.38,153055,-80.60,원,30553,89.2
0,088800,에이스테크,12,500,219,43724,+1.94,+29600,-14150,7280,,+5.24,12210,,-1950,-103.9,10.43,,1596,2108,-614,-831,+35450,-14150,-16400,+16850,-16150,+21450,-11550,16500,-0,0,20200908,-53.03,20210527,+17.67,+16650,2,+150,+0.91,244478,-85.78,원,33381,76.3
0,131970,테스나,12,500,74,14760,+4.01,+59700,-41750,7660,,+5.08,39290,23.81,2180,19.2,3.95,10.83,13148,1325,306,372,+100400,-33700,-51600,+52300,-51100,+67200,-36200,51700,-0,0,20200911,-48.31,20201027,+54.01,+51900,2,+200,+0.39,223581,-58.13,원,11643,78.9
0,140860,파크시스템스,12,500,33,6687,+1.10,+160700,-85100,8098,,+22.82,89760,81.10,1493,20.4,15.00,44.53,8074,712,150,100,+160700,-54500,+121800,+122900,-120000,+157600,-85000,121300,-0,0,20210427,-24.64,20200827,+122.20,-121100,5,-200,-0.16,27071,+109.54,원,4347,65.0
0,183490,엔지켐생명과학,12,500,42,8331,+2.86,+159000,-80700,7490,,+9.47,62650,,-2120,-23.9,10.29,,8738,258,-191,-175,+159000,-80700,89500,+91300,-87500,+116300,-62700,89500,-0,0,20210416,-43.46,20210218,+11.40,+89900,2,+400,+0.45,79319,-83.05,원,6710,80.5
0,218410,RFHIC,12,500,133,26648,+3.15,+49550,-31700,8740,,+11.85,24230,396.47,83,1.0,3.96,324.15,8278,705,-30,16,+49550,-31700,-32300,+32950,-32200,+42550,-22950,32750,-0,0,20210114,-33.80,20210819,+3.47,+32800,2,+50,+0.15,109703,+105.10,원,16747,62.8
0,290650,엘앤씨바이오,12,500,114,22685,+4.89,+40650,-28500,8201,,+7.25,27300,73.52,492,18.6,12.73,90.65,2839,330,73,121,+155600,-28500,-36800,-36850,-35550,+47950,-25850,36900,-0,0,20201006,-76.77,20210311,+26.84,-36150,5,-750,-2.03,212375,+137.84,원,14980,66.0
0,000070,삼양홀딩스,12,5000,428,8564,+0.95,+147500,-72800,8864,,+8.07,74520,8.97,11537,7.0,0.60,4.74,172464,24712,1703,1433,+147500,-60500,-103000,+104000,-101500,+134500,-72500,103500,-0,0,20210422,-29.83,20201015,+71.07,103500,3,0,0.00,11668,-35.26,원,3877,45.3
0,000640,동아쏘시오홀딩스,12,5000,317,6348,+1.07,+140000,-99500,7268,,+12.08,82510,4.33,26439,19.9,0.79,10.30,145744,7833,506,1624,+157500,-97300,111500,+114500,-110500,+144500,-78500,111500,-0,0,20201204,-27.30,20200825,+17.68,+114500,2,+3000,+2.69,10798,+142.53,원,3041,47.9
0,001680,대상,12,1000,346,34648,+1.21,+31250,-24000,8645,,+12.16,18730,7.18,3473,12.0,0.83,4.26,30083,31132,1744,1270,+31250,-23900,24650,+25000,-24550,+32000,-17300,24650,-0,0,20210513,-20.16,20201102,+4.39,+24950,2,+300,+1.22,95127,-60.97,원,19311,55.7
0,006120,SK디스커버리,12,5000,1049,19038,+2.13,+71800,-47900,9167,,+7.59,34950,3.68,13091,14.7,0.50,6.62,95493,45195,1730,3555,+80000,-47900,+48700,+48700,-47900,+63100,-34000,48550,-0,0,20200901,-39.81,20210827,+0.52,-48150,5,-400,-0.82,71319,-97.95,원,9981,52.4
0,025540,한국단자,12,500,52,10415,+1.55,+111000,-60700,8613,,+23.89,57640,14.90,5550,7.8,1.12,5.28,73675,8025,790,577,+111000,-41000,-77300,+83000,-77000,+101000,-54600,77900,-0,0,20210624,-25.50,20200910,+101.71,+82700,2,+4800,+6.16,99939,+185.52,원,6437,61.8
0,033270,유나이티드제약,12,500,81,16245,+4.86,+74300,-46950,8382,,+6.61,36890,31.48,1639,10.0,2.80,16.03,18409,2160,401,266,+112000,-41250,-52200,+52800,-51400,+68500,-36900,52700,-0,0,20200908,-53.93,20200827,+25.09,-51600,5,-1100,-2.09,307434,-8.92,원,8813,54.3
0,042670,두산인프라코어,12,5000,3928,78567,+4.99,+19350,-7680,9192,,+9.66,8800,16.55,707,6.5,1.06,2.85,11012,79341,6586,2851,+19350,-7560,-11750,+12150,-11450,+15450,-8350,11900,-0,0,20210721,-39.53,20200827,+54.76,-11700,5,-200,-1.68,4903392,-39.49,원,54855,70.1
0,064960,SNT모티브,12,5000,731,14623,+1.66,+81600,-49600,7940,,+21.36,40660,14.59,3723,7.3,1.01,3.97,53859,9407,894,544,+81600,-46900,-53400,+54900,-53000,+69500,-37500,53500,-0,0,20210122,-33.46,20200925,+15.78,+54300,2,+800,+1.50,45963,+103.39,원,7897,54.0
0,071840,롯데하이마트,12,5000,1180,23608,+0.66,+45250,-29650,7436,,+8.72,24050,25.89,1217,1.5,0.39,4.29,81582,40517,1611,287,+45250,-27900,-31500,+31850,-31300,+41100,-22200,31650,-0,0,20210122,-30.39,20200924,+12.90,-31500,5,-150,-0.47,25684,-72.23,원,7612,32.2
0,089590,제주항공,12,5000,1925,38500,0.00,+29650,-17950,8778,,+1.94,17320,,-9727,-113.1,4.00,,5693,3770,-3358,-3065,+29650,-12200,0,0,0,+29600,-16000,22800,-0,0,20210610,-23.10,20200901,+86.89,22800,3,0,0.00,0,0.00,원,13554,35.2
0,097520,엠씨넥스,12,500,90,17929,+4.23,+66500,-39600,7916,,+5.85,31010,20.52,2152,16.1,3.08,7.21,14327,13113,592,384,+66500,-31550,44300,44300,-43600,+57500,-31050,44300,-0,0,20210204,-33.61,20201027,+39.94,-44150,5,-150,-0.34,48871,-71.26,원,12637,70.5
0,105630,한세실업,12,500,200,40000,+0.97,+28400,-15050,8440,,+10.22,15650,18.79,1123,11.0,1.92,10.30,10975,16983,649,357,+28400,-14550,-21050,+21250,-20750,+27450,-14850,21150,-0,0,20210517,-25.70,20200827,+45.02,-21100,5,-50,-0.24,168816,-57.04,원,16158,40.4
0,108670,LX하우시스,12,5000,448,8968,+1.34,+113000,-69800,7667,,+27.47,64220,,-7712,-8.8,1.02,5.55,83975,30380,710,-795,+113000,-54300,-84300,+86000,-83500,+109500,-59200,84500,-0,0,20210707,-24.34,20200924,+57.46,+85500,2,+1000,+1.18,46508,-96.10,원,5941,66.3
0,210980,SK디앤디,12,1000,202,20190,+1.38,+50500,-33800,7783,,+5.62,28080,12.96,2974,14.9,1.78,9.45,21679,6998,1398,661,+60300,-33800,-37900,+38800,-37250,+49300,-26600,37950,-0,0,20200907,-36.07,20210309,+14.05,+38550,2,+600,+1.58,82823,+241.94,원,8578,42.5
0,033640,네패스,12,500,116,23059,+4.58,+48850,-32750,7990,,+6.37,26900,,-2115,-23.3,3.84,15.81,9023,3436,-36,-627,+48850,-26700,-35200,-35200,-34300,+46000,-24800,35400,-0,0,20210122,-29.07,20201027,+29.78,-34650,5,-750,-2.12,219607,+145.65,원,17091,74.1
0,036830,솔브레인홀딩스,12,500,105,20964,+1.56,+50200,-31850,7044,,+4.85,22500,0.32,103627,154.6,0.67,13.88,49869,2357,166,14444,+51500,-31850,+33350,+34200,-32900,+43000,-23200,33100,-0,0,20200903,-34.76,20210823,+5.49,+33600,2,+500,+1.51,60842,+138.03,원,5238,25.0
0,048530,인트론바이오,12,500,167,33474,+8.07,+34500,-19500,7113,,+10.55,15260,46.54,457,19.9,8.06,37.87,2635,454,157,149,+34500,-12550,21200,+21600,-21000,+27550,-14850,21200,-0,0,20210105,-38.41,20201027,+69.32,+21250,2,+50,+0.24,246856,+118.07,원,28037,83.8
0,053030,바이넥스,12,500,159,31761,+5.44,+38800,-13150,6130,,+6.51,13930,95.54,202,3.8,3.45,27.63,5593,1330,161,63,+39400,-13150,-19600,+19950,-19250,+25850,-13950,19900,-0,0,20200831,-51.02,20210311,+46.77,-19300,5,-600,-3.02,394642,-61.87,원,27692,87.2
0,053800,안랩,12,500,52,10014,+3.26,+105300,-60100,6559,,+18.44,46510,35.33,1854,8.8,2.76,17.12,23730,1782,200,185,+105300,-58900,-63700,+65700,-63700,+83900,-45300,64600,-0,0,20210107,-37.80,20200826,+11.21,+65500,2,+900,+1.39,47871,+125.82,원,5825,58.2
0,058820,CMG제약,12,500,694,138892,+6.38,+6790,-4145,6153,,+6.31,3280,2858.06,2,0.1,3.40,118.60,1304,645,18,2,+7100,-4145,-4425,+4460,-4375,+5770,-3110,4440,-0,0,20201222,-37.61,20210309,+6.88,-4430,5,-10,-0.23,640094,-94.57,원,102970,74.1
0,090460,비에이치,12,500,168,33693,+4.83,+24600,-15750,6789,,+9.26,14610,26.04,774,8.7,1.84,10.74,10961,7214,340,259,+24600,-15750,19750,+20450,-19300,+25650,-13850,19750,-0,0,20210126,-18.09,20210513,+27.94,+20150,2,+400,+2.03,696644,+201.61,원,23602,70.1
0,271980,제일약품,12,500,74,14705,+3.53,+63900,-36000,5970,,+2.69,24890,86.32,470,4.1,3.39,29.22,11970,6913,129,70,+119000,-36000,+43600,+44700,+40600,+50500,-27250,38900,-0,0,20201111,-65.88,20210823,+12.78,+40600,2,+1700,+4.37,717511,+1097.78,원,5451,37.1
0,178320,서진시스템,12,500,94,18790,+5.15,+52900,-35000,7112,,+5.89,27600,,-304,-2.2,2.83,26.59,13364,3219,49,-58,+57500,-34550,-37200,+38300,-36800,+48450,-26150,37300,-0,0,20200907,-34.17,20201027,+9.55,+37850,2,+550,+1.47,115341,+125.98,원,12618,67.2
0,001820,삼화콘덴서,12,1000,104,10395,+4.13,+81800,-56400,6518,,+8.09,47570,27.95,2243,14.3,3.72,14.73,16842,2425,271,235,+81800,-48950,-62200,+63100,-61800,+81300,-43900,62600,-0,0,20210126,-23.35,20201027,+28.09,+62700,2,+100,+0.16,90123,-25.62,원,7335,70.6
0,003230,삼양식품,12,5000,377,7533,+1.79,+103500,-79700,6139,,+5.97,60380,9.13,8922,21.5,1.79,5.25,45470,6485,953,680,+113000,-79700,-81000,+82400,-81000,+106000,-57200,81600,-0,0,20200825,-27.88,20210820,+2.26,-81500,5,-100,-0.12,14721,-66.36,원,4059,53.9
0,007570,일양약품,12,2500,477,19086,+4.70,+66300,-30150,6480,,+8.28,23480,60.95,557,5.4,3.08,15.17,11005,3433,341,215,+92100,-30150,-33450,+34600,-33250,+43600,-23500,33550,-0,0,20200902,-63.14,20210823,+12.60,+33950,2,+400,+1.19,165780,-13.73,원,13163,69.0
0,081000,일진다이아,12,1000,142,14203,+5.67,+54400,-38900,7023,,+1.95,35350,134.79,367,2.9,3.87,36.47,12788,1687,91,73,+70200,-38900,-48800,+50400,-47900,+63800,-34400,49100,-0,0,20200921,-29.56,20210311,+27.12,+49450,2,+350,+0.71,601096,-45.91,원,6316,44.5
0,192650,드림텍,12,100,67,65293,+3.92,+14000,-8390,7019,,+21.07,7630,31.68,339,8.8,2.63,13.05,4091,10458,197,107,+19450,-8390,-10800,+11000,-10650,+14150,-7650,10900,-0,0,20200914,-44.73,20210309,+28.13,-10750,5,-150,-1.38,294647,+130.15,원,23143,35.4
0,101490,에스앤에스텍,12,500,107,21451,+5.19,+45550,-28000,6532,,+2.94,22790,56.45,539,8.7,3.92,30.69,7773,874,110,110,+47500,-28000,-30500,+31000,-30300,+40000,-21600,30800,-0,0,20200903,-35.89,20210513,+8.75,-30450,5,-350,-1.14,133632,-64.42,원,14463,67.4
0,083790,크리스탈지노믹스,12,500,346,69246,+2.87,+18250,-6730,4910,,+5.93,5150,,-147,-5.4,2.28,,3103,302,-101,-120,+22150,-6730,-7100,+7170,-7040,+9300,-5020,7160,-0,0,20200828,-67.99,20210820,+5.35,-7090,5,-70,-0.98,273792,-45.65,원,59611,86.1
0,011930,신성이엔지,12,500,1021,203974,+2.39,+3715,-2115,4681,,+6.31,1680,,-75,-8.8,2.38,17.80,964,4824,185,-137,+4400,-1370,-2270,+2300,-2215,+2955,-1595,2275,-0,0,20201110,-47.84,20200825,+67.52,+2295,2,+20,+0.88,702327,-84.08,원,157382,77.2
0,007700,F&F홀딩스,12,500,39,7739,+5.71,+180500,-34050,3266,,+6.06,29010,7.57,5571,16.6,1.16,1.05,36358,8376,1226,854,+180500,-34050,41450,+44700,-40300,+53800,-29050,41450,-0,0,20210427,-76.62,20210817,+23.94,+42200,2,+750,+1.81,789145,+180.85,원,3107,40.2
