,종목코드,종목명,결산월,액면가,자본금,상장주식,신용비율,연중최고,연중최저,시가총액,시가총액비중,외인소진률,대용가,PER,EPS,ROE,PBR,EV,BPS,매출액,영업이익,당기순이익,250최고,250최저,시가,고가,저가,상한가,하한가,기준가,예상체결가,예상체결수량,250최고가일,250최고가대비율,250최저가일,250최저가대비율,현재가,대비기호,전일대비,등락율,거래량,거래대비,액면가단위,유통주식,유통비율
0,005930,삼성전자,12,100,7780,5969783,+0.20,+96800,-72500,4435548,,+51.64,59680,19.34,3841,10.0,1.89,5.11,39406,2368070,359939,264078,+96800,-54000,-74300,+75000,-73800,+96900,-52300,74600,-0,0,20210111,-23.24,20200831,+37.59,-74300,5,-300,-0.40,15172748,-91.01,원,4453842,74.6
0,000660,SK하이닉스,12,5000,36577,728002,+0.57,+150500,-98900,753482,,+46.20,79040,15.85,6532,9.5,1.39,5.63,74721,319004,50126,47589,+150500,-74900,-103500,+104500,-101000,+135000,-73000,104000,-0,0,20210302,-31.23,20200902,+38.18,-103500,5,-500,-0.48,3507782,-94.94,원,540666,74.3
0,035420,NAVER,12,100,165,164263,+0.17,+465000,-285500,689906,,+56.72,330330,68.88,6097,15.2,8.04,39.19,52245,53041,12153,8450,+465000,-273500,-422000,423500,-416500,+550000,-296500,423500,-0,0,20210726,-9.68,20201117,+53.56,-420000,5,-3500,-0.83,567004,-87.78,원,132470,80.6
0,035720,카카오,12,100,445,444707,+0.50,+561000,-108000,667061,,+31.99,113620,425.04,353,2.7,10.54,88.53,14237,41568,4559,1734,+561000,-108000,-149000,+150000,-147000,+194000,-105000,149500,-0,0,20210408,-73.26,20210513,+38.89,+150000,2,+500,+0.33,1430634,-60.62,원,324521,73.0
0,207940,삼성바이오로직스,12,2500,1654,66165,+0.15,+1047000,-679000,626583,,+10.52,725040,260.02,3642,5.4,13.62,143.40,69505,11648,2928,2410,+1047000,-624000,-947000,954000,-943000,+1240000,-668000,954000,-0,0,20210818,-9.55,20201027,+51.76,-947000,5,-7000,-0.73,75275,-75.22,원,16397,24.8
0,051910,LG화학,12,5000,3530,70592,+0.23,+1050000,-757000,552738,,+47.30,598880,119.57,6549,2.9,3.39,14.98,230896,300765,17982,6824,+1050000,-588000,-782000,788000,-757000,+1024000,-552000,788000,-0,0,20210114,-25.43,20201102,+33.16,-783000,5,-5000,-0.63,353049,+146.76,원,46663,66.1
0,006400,삼성SDI,12,5000,3485,68765,+0.31,+828000,-600000,526049,,+44.71,581400,93.68,8166,4.5,4.04,31.25,189291,112948,6713,6310,+828000,-406000,-762000,+770000,-755000,+994000,-536000,765000,-0,0,20210813,-7.61,20200925,+88.42,765000,3,0,0.00,152681,-70.29,원,50178,73.0
0,005380,현대차,12,5000,11580,213668,+0.65,+289000,-193500,445498,,+28.48,159600,40.54,5144,2.0,0.81,16.22,257028,1039976,23947,19246,+289000,-156500,-209000,-209500,-205000,+273000,-147000,210000,-0,0,20210111,-27.85,20201020,+33.23,-208500,5,-1500,-0.71,502218,+120.34,원,137665,64.4
0,068270,셀트리온,12,1000,1379,137935,+1.45,+390000,-244000,406218,,+20.98,210530,79.24,3717,16.7,11.50,45.65,25619,18491,7121,5192,+403500,-233500,+285000,+297000,-282500,+369500,-199500,284500,-0,0,20201207,-27.01,20201023,+26.12,+294500,2,+10000,+3.51,1202846,+198.77,원,104451,75.7
0,000270,기아,12,5000,21393,405363,+0.56,+102000,-61700,332803,,+33.59,60680,22.37,3670,5.1,1.11,6.74,74274,591681,20665,14876,+102000,-41250,-81600,+82300,-81300,+106500,-57400,82000,-0,0,20210203,-19.51,20200904,+99.03,+82100,2,+100,+0.12,738873,-80.02,원,251408,62.0
0,005490,POSCO,12,5000,4824,87187,+0.26,+413500,-242500,274639,,+53.86,250770,17.14,18376,3.6,0.59,5.29,535894,577928,24030,17882,+413500,-183500,-317500,-320000,-313500,+417500,-225500,321500,-0,0,20210510,-23.82,20200909,+71.66,-315000,5,-6500,-2.02,376740,-99.58,원,58826,67.5
0,012330,현대모비스,12,5000,4910,94793,+0.59,+405000,-249000,256889,,+35.42,202920,16.85,16083,4.7,0.76,6.51,355702,366265,18303,15269,+405000,-214000,-266000,+271500,-264500,+347000,-187000,267000,-0,0,20210111,-33.09,20201020,+26.64,+271000,2,+4000,+1.50,236067,-82.80,원,61845,65.2
0,028260,삼성물산,12,100,187,186887,+0.29,+160000,-117000,247625,,+15.10,102960,24.23,5468,3.8,0.78,16.66,169260,302161,8571,11607,+160000,-101500,+132500,+133500,-131000,+171500,-92500,132000,-0,0,20210111,-17.19,20201020,+30.54,+132500,2,+500,+0.38,247480,+113.03,원,98885,52.9
0,066570,LG전자,12,5000,8182,163648,+0.84,+193000,-135000,229925,,+31.37,110370,12.91,10885,13.2,1.64,4.76,85617,632620,31950,20638,+193000,-82900,-141000,-141000,-139000,+183500,-99500,141500,-0,0,20210122,-27.20,20200907,+69.48,-140500,5,-1000,-0.71,593281,-73.55,원,107377,65.6
0,105560,KB금융,12,5000,20906,415808,+0.13,+59800,-40250,227447,,+67.67,42270,6.58,8309,8.5,0.52,,104952,144857,46160,35023,+59800,-36500,-54100,+54800,-53600,+70400,-38000,54200,-0,0,20210511,-8.53,20200827,+49.86,+54700,2,+500,+0.92,1461836,-65.95,원,323408,77.8
0,096770,SK이노베이션,12,5000,4623,92466,+0.95,+327500,-198000,221455,,+22.72,176490,,-23185,-13.6,1.39,,172589,341645,-25688,-21467,+327500,-119500,-237000,+241000,-234000,+310000,-167000,238500,-0,0,20210203,-26.87,20201102,+100.42,+239500,2,+1000,+0.42,259946,+106.43,원,51444,55.6
0,302440,SK바이오사이언스,12,500,383,76500,+0.62,+362000,-111500,221468,,+4.03,0,538.69,537,13.3,67.16,406.59,4310,2256,377,329,+362000,-111500,-285000,+290000,-278000,+371500,-200500,286000,-0,0,20210817,-20.03,20210408,+159.64,+289500,2,+3500,+1.22,678164,-40.96,원,20337,26.6
0,051900,LG생활건강,12,5000,781,15618,+0.10,+1784000,-1407000,221935,,+45.24,1128800,31.56,45018,17.9,5.22,14.95,272428,78445,12209,8131,+1784000,-1407000,+1415000,+1426000,-1409000,+1834000,-988000,1411000,-0,0,20210701,-20.35,20210826,+1.00,+1421000,2,+10000,+0.71,34875,-79.75,원,9344,59.8
0,017670,SK텔레콤,12,500,446,72060,+0.13,+339500,-235000,207533,,+95.09,226590,15.46,18631,6.4,0.90,5.49,320358,186247,13493,15005,+339500,-213000,+291500,+293000,-287000,+377500,-203500,290500,-0,0,20210610,-15.17,20201102,+35.21,-288000,5,-2500,-0.86,219456,-67.22,원,42826,59.4
0,055550,신한지주,12,5000,26082,516600,+0.14,+43250,-30450,202765,,+60.17,30690,5.82,6743,8.2,0.47,,83761,147740,49297,34981,+43250,-27100,-39300,-39300,-38850,+51100,-27550,39350,-0,0,20210602,-9.25,20200924,+44.83,-39250,5,-100,-0.25,1098653,-60.62,원,386865,74.9
0,091990,셀트리온헬스케어,12,1000,1550,155019,+2.42,+177100,-104000,191294,,+17.23,90200,79.28,1556,13.4,9.32,51.50,13241,16276,3621,2404,+179200,-81400,-121000,+125000,-120100,+158400,-85400,121900,-0,0,20201222,-31.14,20201027,+51.60,+123400,2,+1500,+1.23,1015367,-92.34,원,93904,60.6
0,034730,SK,12,200,153,70360,+0.57,+360500,-238000,183640,,+19.41,198740,97.76,2670,1.1,0.96,7.44,271359,818201,-1645,-1084,+360500,-179500,261500,+263000,-260000,+339500,-183500,261500,-0,0,20210126,-27.60,20201102,+45.40,-261000,5,-500,-0.19,156884,-77.95,원,32223,45.8
0,011200,HMM,12,5000,20270,405392,+0.70,+51100,-13150,166008,,+9.81,26820,106.63,384,8.9,7.93,13.75,5164,64133,9808,1240,+51100,-5320,+40950,+41300,-40400,+52800,-28500,40650,-0,0,20210528,-19.86,20200827,+669.74,+40950,2,+300,+0.74,3060729,-76.39,원,289211,71.3
0,015760,한국전력,12,5000,32098,641964,+0.48,+27950,-22500,153108,,+38.30,18600,7.69,3102,2.9,0.22,5.42,107945,585693,40863,20925,+30050,-19700,-23800,+24000,-23700,+31000,-16700,23850,-0,0,20201218,-20.63,20200924,+21.07,23850,3,0,0.00,1423230,-79.94,원,302243,47.1
0,032830,삼성생명,12,500,1000,200000,+0.19,+88900,-69600,149000,,+12.91,57720,11.77,6329,3.3,0.34,,220026,177401,17900,13705,+88900,-57500,74000,+74500,-73800,+96200,-51800,74000,-0,0,20210503,-16.20,20200924,+29.57,+74500,2,+500,+0.68,221772,-59.26,원,83834,41.9
0,003550,LG,12,5000,7865,157301,+0.15,+126500,-84900,146762,,+33.26,66740,11.20,8334,7.5,0.81,6.92,115201,66321,17022,15407,+126500,-67600,+93200,+94400,+92800,+120500,-64900,92700,-0,0,20210428,-26.25,20201102,+38.02,+93300,2,+600,+0.65,173882,+110.21,원,85119,54.1
0,036570,엔씨소프트,12,500,110,21954,+0.43,+1048000,-650000,144677,,+49.00,538840,24.63,26756,20.8,4.05,14.24,162711,24162,8248,5866,+1048000,-650000,-686000,-693000,-650000,+921000,-497000,709000,-0,0,20210208,-37.12,20210827,+1.38,-659000,5,-50000,-7.05,1048784,-100.00,원,17975,81.9
0,009150,삼성전기,12,5000,3735,74694,+0.95,+223000,-158500,133702,,+32.63,136420,23.00,7783,10.9,2.35,8.23,76275,82087,8291,6238,+223000,-124000,-179000,+183000,-177500,+233000,-126000,179500,-0,0,20210126,-19.73,20200901,+44.35,-179000,5,-500,-0.28,418559,-41.81,원,54880,73.5
0,086790,하나금융지주,12,5000,15012,300242,+0.08,+48000,-32600,135559,,+67.91,34040,5.14,8784,9.0,0.44,,103296,100796,38364,26849,+48000,-27350,-44700,+45150,-44200,+58200,-31400,44800,-0,0,20210604,-5.94,20200924,+65.08,+45150,2,+350,+0.78,841814,-67.10,원,259325,86.4
0,090430,아모레퍼시픽,12,500,292,58458,+0.21,+300000,-195000,131824,,+33.53,171990,442.99,509,0.8,3.41,20.92,66205,44322,1430,219,+300000,-158000,220500,+225500,-216000,+286500,-154500,220500,-0,0,20210527,-24.83,20201030,+42.72,+225500,2,+5000,+2.27,152329,+130.41,원,29135,49.8
0,018260,삼성에스디에스,12,500,387,77378,+0.40,+229500,-166000,131929,,+11.59,131820,29.75,5731,6.7,1.98,7.08,86208,110174,8716,4529,+229500,-155500,169000,+172500,-167500,+219500,-118500,169000,-0,0,20210108,-25.71,20200904,+9.65,+170500,2,+1500,+0.89,82895,-95.02,원,32989,42.6
0,003670,포스코케미칼,12,500,387,77463,+0.68,+184500,-102500,115808,,+7.82,110260,338.11,442,3.0,9.99,97.04,14962,15662,603,297,+184500,-71100,-148000,+150000,-146000,+193500,-104500,149000,-0,0,20210222,-18.97,20201027,+110.27,+149500,2,+500,+0.34,211624,-48.01,원,29014,37.5
0,033780,KT&G,12,5000,9550,137292,+0.13,+85500,-78000,111344,,+37.10,64720,9.50,8535,13.2,1.16,5.16,69694,53016,14811,11716,+89000,-78000,+81000,+81200,-80800,+105000,-56700,80900,-0,0,20201221,-8.88,20210302,+3.97,+81100,2,+200,+0.25,214507,-81.99,원,108685,79.2
0,352820,하이브,12,500,195,39051,+0.65,+337000,-150000,111100,,+16.50,206640,101.35,2807,12.5,8.60,57.02,33087,7963,1455,871,+351000,-141000,-286500,+288000,-283000,+373000,-201000,287000,-0,0,20201015,-18.95,20201102,+101.77,-284500,5,-2500,-0.87,90563,-97.62,원,15009,38.4
0,251270,넷마블,12,100,86,85954,+0.74,+151000,-117000,109591,,+22.60,93980,34.96,3647,6.4,1.88,27.66,67709,24848,2720,3380,+204500,-116500,-126000,+129500,-125500,+165000,-89000,127000,-0,0,20200907,-37.65,20201030,+9.44,+127500,2,+500,+0.39,231911,-31.25,원,26800,31.2
0,000810,삼성화재,12,500,248,47375,+0.03,+232500,-166000,109673,,+48.58,179790,15.51,14931,4.9,0.66,,350911,200133,10444,7573,+232500,-166000,+231000,+231500,-228500,+299500,-161500,230500,-0,0,20210818,-0.43,20210205,+39.46,+231500,2,+1000,+0.43,70594,-58.26,원,31060,65.6
0,034020,두산중공업,12,5000,25693,513869,+1.34,+32000,-10200,105086,,+10.28,14470,,-3800,-37.2,2.40,24.43,8511,151324,1541,-8384,+32000,-9680,-19800,+20600,-19650,+26100,-14100,20100,-0,0,20210607,-36.09,20200825,+111.26,+20450,2,+350,+1.74,3634106,-70.81,원,287789,56.0
0,003490,대한항공,12,5000,17391,347821,+0.50,+35400,-25750,105216,,+22.57,23670,,-1296,-7.2,1.96,11.60,15440,76062,1089,-2300,+35400,-17600,-29950,+30600,-29700,+39450,-21250,30350,-0,0,20210115,-14.55,20200827,+71.88,-30250,5,-100,-0.33,1727180,+102.70,원,212324,61.0
0,010950,S-Oil,12,2500,2815,112583,+0.16,+111000,-66300,101887,,+78.01,71130,,-6827,-13.1,1.86,,48749,168297,-10991,-7961,+111000,-50300,-91000,+91500,-90200,+118500,-63900,91200,-0,0,20210706,-18.47,20200924,+79.92,-90500,5,-700,-0.77,140896,-67.61,원,41156,36.6
0,326030,SK바이오팜,12,500,392,78313,+0.80,+162500,-100000,95151,,+6.57,84240,,-3444,-135.2,25.10,,4840,260,-2395,-2474,+197000,-100000,+117500,+123000,+117500,+152000,-82000,117000,-0,0,20200908,-38.32,20210329,+21.50,+121500,2,+4500,+3.85,415457,+315.48,원,26628,34.0
0,010130,고려아연,12,5000,944,18870,+0.14,+556000,-394500,95671,,+20.10,396240,16.70,30363,8.4,1.36,6.40,372193,75819,8974,5748,+556000,-363000,-505000,+510000,-500000,+660000,-356000,508000,-0,0,20210730,-8.81,20200924,+39.67,-507000,5,-1000,-0.20,26779,-83.62,원,8516,45.1
0,018880,한온시스템,12,100,534,533800,+0.27,+20200,-15000,85942,,+17.89,12350,77.87,207,5.1,4.06,13.58,3969,68728,3158,1135,+20200,-11150,-16200,-16200,-15950,+21100,-11400,16250,-0,0,20210108,-20.30,20201030,+44.39,-16100,5,-150,-0.92,869034,-68.16,원,160068,30.0
0,030200,KT,12,5000,15645,261112,+0.22,+35200,-23550,84600,,+90.31,26200,12.86,2520,4.8,0.57,2.46,57039,239167,11841,7034,+35200,-22000,-32500,32750,-32250,+42550,-22950,32750,-0,0,20210723,-7.95,20201030,+47.27,-32400,5,-350,-1.07,757653,+113.44,원,133989,51.3
0,009540,한국조선해양,12,5000,3539,70773,+0.61,+163500,-93200,83158,,+18.02,88920,,-11781,-7.4,0.76,20.49,154251,149037,744,-8352,+163500,-77500,117000,+118500,-116000,+152000,-82000,117000,-0,0,20210511,-28.13,20200924,+51.61,+117500,2,+500,+0.43,206654,-80.21,원,45111,63.7
0,011170,롯데케미칼,12,5000,1714,34275,+0.88,+338000,-233000,82947,,+26.80,187200,52.34,4623,1.2,0.65,6.67,374803,122230,3569,1753,+338000,-170500,-238000,+242500,-236000,+312000,-168000,240000,-0,0,20210302,-28.40,20200826,+41.94,+242000,2,+2000,+0.83,120494,+130.17,원,15450,45.1
0,316140,우리금융지주,12,5000,36403,728061,+0.27,+12100,-8800,82635,,+28.19,8730,6.27,1810,5.9,0.36,,31918,95239,20804,15152,+12100,-8080,-11150,+11350,-11100,+14550,-7850,11200,-0,0,20210628,-6.20,20200924,+40.47,+11350,2,+150,+1.34,2173145,-93.43,원,577890,80.0
0,009830,한화솔루션,12,5000,9726,191278,+1.48,+60600,-36000,77755,,+17.01,29370,21.24,1914,5.3,1.10,10.45,36829,91950,5942,3017,+60600,-32200,-39400,+41250,-39200,+51600,-27800,39700,-0,0,20210111,-32.92,20200825,+26.24,+40650,2,+950,+2.39,1876772,+159.02,원,120817,63.2
0,024110,기업은행,12,5000,37215,744301,+0.16,+11150,-7830,77779,,+12.96,8110,5.21,2006,6.4,0.33,,31597,86539,21255,15479,+11150,-7780,10400,+10500,-10300,+13500,-7300,10400,-0,0,20210604,-6.28,20200924,+34.32,+10450,2,+50,+0.48,1252423,-74.76,원,268956,36.1
0,034220,LG디스플레이,12,5000,17891,357816,+1.46,+27600,-18500,72279,,+17.19,15270,,-250,-0.8,0.63,4.15,31863,242301,-291,-706,+27600,-14050,+20150,+20250,-19900,+26100,-14100,20100,-0,0,20210426,-26.81,20201030,+43.77,+20200,2,+100,+0.50,1581093,-48.61,원,215168,60.1
0,247540,에코프로비엠,12,500,110,21919,+1.61,+338000,-145200,70931,,+14.70,239020,143.99,2247,11.5,15.18,78.90,21318,8547,548,467,+338000,-111800,-318200,+326800,-317100,+419900,-226100,323000,-0,0,20210824,-4.26,20201027,+189.45,+323600,2,+600,+0.19,197452,-59.88,원,9920,45.3
0,086280,현대글로비스,12,500,188,37500,+0.65,+235000,-174000,71250,,+34.68,140970,11.75,16165,12.5,1.41,7.64,135079,165199,6622,6061,+235000,-123000,-190000,+193000,-189000,+247500,-133500,190500,-0,0,20210125,-19.15,20200825,+54.47,-190000,5,-500,-0.26,135077,-59.38,원,18623,49.7
0,097950,CJ제일제당,12,5000,753,15054,+0.25,+498500,-378000,66088,,+24.37,340860,10.49,41851,13.5,1.34,5.36,328093,242457,13596,7864,+498500,-352000,+438500,+442500,-435500,+568000,-306000,437000,-0,0,20210806,-11.94,20201207,+24.72,+439000,2,+2000,+0.46,29478,+106.13,원,7808,51.9
0,004020,현대제철,12,5000,6672,133446,+1.02,+63000,-37200,64588,,+20.63,36740,,-3222,-2.6,0.39,10.62,123330,180234,730,-4401,+63000,-23400,-48000,+48600,-47600,+62800,-33850,48350,-0,0,20210511,-23.17,20200924,+106.84,+48400,2,+50,+0.10,367735,-74.90,원,83548,62.6
0,068760,셀트리온제약,12,500,183,36549,+2.81,+239800,-123600,62644,,+7.70,121820,298.93,573,7.2,20.67,173.26,8293,2336,236,209,+274200,-100500,+169800,+174300,-167000,+219900,-118500,169200,-0,0,20201228,-37.49,20201023,+70.55,+171400,2,+2200,+1.30,612968,+113.55,원,16266,44.5
0,032640,LG유플러스,12,5000,25740,436611,+0.36,+16200,-11550,61126,,+67.26,10990,13.10,1069,6.5,0.83,3.73,16891,134176,8862,4781,+16200,-10800,+14150,+14250,-13950,+18300,-9900,14100,-0,0,20210610,-13.58,20200925,+29.63,-14000,5,-100,-0.71,996073,-64.67,원,268026,61.4
0,293490,카카오게임즈,12,100,75,74674,+2.20,+106000,-45300,60411,,+10.15,61480,58.61,1380,12.1,5.97,62.14,13557,4955,665,675,+106000,-42950,+85800,+86200,-80300,+111000,-59800,85400,-0,0,20210726,-23.68,20201027,+88.36,-80900,5,-4500,-5.27,4505198,-41.10,원,31836,42.6
0,035250,강원랜드,12,500,1070,213941,+0.66,+29550,-23100,58299,,+19.53,21330,,-1289,-7.9,1.70,,15991,4786,-4316,-2759,+29550,-20450,-27150,+27450,-26850,+35550,-19150,27350,-0,0,20210603,-7.78,20200827,+33.25,-27250,5,-100,-0.37,629677,-69.87,원,125149,58.5
0,028300,에이치엘비,12,500,530,106078,+0.31,+105700,-31450,56964,,+14.64,37100,,-782,-24.1,11.75,,4572,562,-613,-887,+133800,-31450,-52500,+57000,-51600,+68900,-37100,53000,-0,0,20200921,-59.87,20210504,+70.75,+53700,2,+700,+1.32,5902318,-89.75,원,91737,86.5
0,011790,SKC,12,5000,1893,37868,+1.26,+178000,-94000,57181,,+12.87,112850,152.73,989,2.2,3.06,20.35,49380,27022,1908,736,+178000,-69600,-151500,+153500,-150000,+198000,-107000,152500,-0,0,20210820,-15.17,20201027,+116.95,-151000,5,-1500,-0.98,236222,-43.40,원,20241,53.5
0,000720,현대건설,12,5000,5568,111356,+0.93,+61900,-37550,57682,,+20.97,40710,47.20,1098,1.8,0.87,3.18,59502,169709,5490,2277,+61900,-29300,-51600,52200,-51300,+67800,-36600,52200,-0,0,20210706,-16.32,20200925,+76.79,-51800,5,-400,-0.77,426265,-66.21,원,72471,65.1
0,011780,금호석유,12,5000,1523,30468,+2.45,+298500,-142000,57736,,+20.26,136080,10.89,17405,20.2,1.99,6.65,95198,48095,7422,5830,+298500,-92600,-187000,+193000,-185500,+245500,-132500,189000,-0,0,20210506,-36.52,20200924,+104.64,+189500,2,+500,+0.26,184320,+106.43,원,17236,56.6
0,263750,펄어비스,12,100,66,66222,+1.09,+402000,-53100,58937,,+18.47,65040,57.66,1543,16.5,8.30,31.23,10720,4888,1573,1009,+402000,-53100,+92300,+100100,-87200,+114200,-61600,87900,-0,0,20210205,-77.86,20210504,+67.61,+89000,2,+1100,+1.25,9477600,+110.73,원,28500,43.0
0,161390,한국타이어앤테크놀로지,12,500,619,123875,+0.08,+57500,-37100,56239,,+41.58,33960,15.10,3006,5.1,0.76,4.48,59918,64531,6283,3852,+57500,-28850,+46150,+46150,-45200,+59600,-32150,45900,-0,0,20210622,-21.04,20200825,+57.37,-45400,5,-500,-1.09,224011,+127.56,원,68435,55.3
0,021240,코웨이,12,500,407,73800,+0.19,+89100,-63800,55571,,+59.49,56940,13.72,5486,31.5,3.60,5.11,20905,32374,6064,4047,+89100,-63800,+73700,+75900,+73100,+94900,-51100,73000,-0,0,20210726,-15.49,20210323,+18.03,+75300,2,+2300,+3.15,212462,-84.12,원,54026,73.2
0,006800,미래에셋증권,12,5000,33316,635316,+0.77,+11100,-8230,56098,,+13.88,6770,8.65,1021,8.9,0.73,,12053,24735,11171,8343,+11100,-8230,+8700,+8830,-8670,+11250,-6090,8690,-0,0,20210111,-20.45,20210820,+7.29,+8830,2,+140,+1.61,1223658,+115.95,원,331960,52.3
0,383220,F&F,12,500,38,7661,+2.07,+753000,-360000,56848,,+10.74,515200,,,,,,,,,,+753000,-360000,+747000,+753000,-730000,+956000,-516000,736000,-0,0,20210827,-1.46,20210521,+106.11,+742000,2,+6000,+0.82,33238,+103.87,원,3111,40.6
0,267250,현대중공업지주,12,1000,814,78993,+0.33,+300000,-57500,51030,,+17.29,47730,,-7631,-8.1,0.68,73.82,95002,189110,-5971,-7897,+320500,-57500,64500,+65200,-63900,+83800,-45200,64500,-0,0,20201222,-79.84,20210413,+12.35,+64600,2,+100,+0.16,121040,-84.76,원,43526,55.1
0,071050,한국금융지주,12,5000,2786,55726,+0.79,+121000,-78300,52438,,+34.68,71360,6.71,14021,16.3,1.02,,91938,15708,8564,8600,+121000,-59500,-92800,+94200,-91900,+122000,-65800,93900,-0,0,20210428,-22.23,20200825,+58.15,+94100,2,+200,+0.21,186077,-96.77,원,41201,73.9
0,139480,이마트,12,5000,1394,27876,+0.70,+191500,-151000,49619,,+35.32,138840,13.71,12979,4.1,0.54,7.54,329309,220330,2372,3626,+191500,-113500,178000,+179000,-175000,+231000,-125000,178000,-0,0,20210113,-7.05,20200827,+56.83,178000,3,0,0.00,128104,-72.47,원,19828,71.1
0,008930,한미사이언스,12,500,337,67305,+0.85,+96600,-55900,49267,,+1.51,51840,217.99,336,3.5,7.30,158.23,10030,8574,252,226,+96600,-50900,+72400,+74400,-71800,+93600,-50400,72000,-0,0,20210106,-24.22,20200924,+43.81,+73200,2,+1200,+1.67,128351,+108.80,원,21350,31.7
0,271560,오리온,12,500,198,39536,+0.26,+143500,-112500,49025,,+39.33,97500,18.32,6768,15.5,2.68,9.16,46301,22298,3761,2746,+151500,-108000,-124000,125000,-122000,+162500,-87500,125000,-0,0,20200918,-18.15,20201030,+14.81,-124000,5,-1000,-0.80,90143,-89.73,원,22210,56.2
0,011070,LG이노텍,12,5000,1183,23667,+0.83,+245500,-180000,48399,,+29.47,152810,20.50,9977,10.2,1.99,4.36,102590,95418,6810,2361,+245500,-141500,+207500,+208000,-201500,+268000,-145000,206500,-0,0,20210719,-16.70,20200901,+44.52,-204500,5,-2000,-0.97,142321,+128.39,원,14011,59.2
0,002790,아모레G,12,500,412,82458,+0.43,+80600,-53600,46836,,+17.22,42780,525.20,108,0.3,1.59,5.04,35828,49301,1507,220,+80600,-43550,-56200,+56900,-55800,+73100,-39500,56300,-0,0,20210602,-29.53,20201030,+30.42,+56800,2,+500,+0.89,99603,-95.29,원,25163,30.5
0,180640,한진칼,12,2500,1668,66739,+0.36,+80000,-49050,44048,,+14.87,48690,,-4477,-19.6,2.91,,22666,4088,-2211,-3415,+95500,-49050,65800,+67000,-65400,+85500,-46100,65800,-0,0,20201116,-30.89,20210504,+34.56,+66000,2,+200,+0.30,74390,+100.88,원,42810,64.2
0,028670,팬오션,12,1000,5346,534570,+1.74,+8920,-4450,43300,,+11.58,6150,46.80,173,3.3,1.54,12.21,5250,24972,2252,907,+8920,-3255,-8080,+8180,-7950,+10500,-5670,8100,-0,0,20210629,-9.19,20200922,+148.85,8100,3,0,0.00,4991965,-78.33,원,241747,45.2
0,016360,삼성증권,12,5000,4585,89300,+0.32,+48950,-36100,43712,,+29.79,37280,8.61,5686,9.9,0.82,,59542,14926,6780,5078,+48950,-29150,47800,+48950,-47650,+62100,-33500,47800,-0,0,20210827,0.00,20200924,+67.92,+48950,2,+1150,+2.41,545613,+171.72,원,60868,68.2
0,000100,유한양행,12,1000,700,69973,+0.74,+81000,-57300,42684,,+17.78,47030,22.52,2709,11.1,2.15,27.39,28344,16199,843,1904,+84500,-57300,+60500,+61300,60300,+78300,-42300,60300,-0,0,20201221,-27.81,20210820,+6.46,+61000,2,+700,+1.16,114546,-61.37,원,52183,74.6
0,241560,두산밥캣,12,500,501,100249,+0.30,+59400,-29100,42305,,+25.84,31920,17.10,2468,6.2,1.04,8.61,40637,42821,3939,2475,+59400,-25700,-41800,+42600,-41000,+54600,-29400,42000,-0,0,20210602,-28.96,20200924,+64.20,+42200,2,+200,+0.48,165293,-74.17,원,49033,48.9
0,036490,SK머티리얼즈,12,500,53,10548,+0.30,+499600,-298400,42307,,+17.31,306120,32.67,12278,28.5,5.60,15.27,71672,9550,2339,1520,+499600,-211000,-401100,+406900,-397500,+523600,-282000,402800,-0,0,20210722,-19.72,20201027,+90.09,-401100,5,-1700,-0.42,89297,+106.45,원,3778,35.8
0,028050,삼성엔지니어링,12,5000,9800,196000,+1.77,+28150,-11900,41258,,+32.78,16450,16.34,1288,17.3,2.58,8.57,8167,67492,3612,2521,+28150,-9960,-20950,+21150,-20250,+27400,-14800,21100,-0,0,20210624,-25.22,20200924,+111.35,-21050,5,-50,-0.24,2336688,+112.14,원,151616,77.4
0,005830,DB손해보험,12,500,354,70800,+0.07,+63600,-36700,42055,,+42.83,46800,7.53,7893,9.0,0.64,,92750,154561,7310,5611,+63600,-36700,+60100,+60600,-58600,+78000,-42000,60000,-0,0,20210817,-6.60,20210129,+61.85,-59400,5,-600,-1.00,142925,-83.86,원,43611,61.6
0,006280,녹십자,12,5000,584,11687,+2.62,+538000,-288000,40903,,+21.56,235800,50.47,6935,7.5,3.54,44.44,98765,15041,503,893,+538000,-209000,+328500,+359500,-323000,+425500,-229500,327500,-0,0,20210126,-34.94,20200925,+67.46,+350000,2,+22500,+6.87,424959,+340.07,원,5382,46.1
0,003410,쌍용C&E,12,100,504,503860,+0.17,+8680,-6350,41014,,+3.60,6450,29.76,274,7.9,2.42,11.59,3370,14708,2502,1382,+8680,-5240,+8080,+8220,-8050,+10450,-5650,8070,-0,0,20210628,-6.22,20200901,+55.34,+8140,2,+70,+0.87,1417234,+287.02,원,107491,21.3
0,078930,GS,12,5000,4646,92915,+0.39,+50300,-35800,38606,,+19.23,32370,,-2563,-2.8,0.47,13.73,88219,154442,9206,-1878,+50300,-30300,41500,+41700,-41050,+53900,-29050,41500,-0,0,20210511,-17.40,20200924,+37.13,+41550,2,+50,+0.12,109164,-69.35,원,44482,47.9
0,066970,엘앤에프,12,500,173,34579,+2.41,+132700,-61600,38382,,+17.51,83020,,-533,-9.4,16.21,262.16,6849,3561,15,-150,+132700,-37250,-109700,+112600,-108600,+145800,-78600,112200,-0,0,20210813,-16.35,20201027,+197.99,-111000,5,-1200,-1.07,431562,-64.10,원,21834,63.1
